# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 8.0.0
# Generated: 2015-05-17, 03:09:04 GMT
# Checkin: $Revision: 1.32 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Arabic; Armenian: [ه٥ھہە۵ۿ]; [օ]

0647          ; Arab; Armn; L #      (ه)  ARABIC LETTER HEH
0D20          ; Mlym; Cyrl; A #      (ഠ)  MALAYALAM LETTER TTHA
0D66          ; Mlym; Cyrl; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Devanagari: [ംൎ൦]; [०ॱ]

0D02          ; Mlym; Deva; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D4E          ; Mlym; Deva; A #      (ൎ)  MALAYALAM LETTER DOT REPH
0D66          ; Mlym; Deva; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Georgian: [ം൦]; [ჿ]

0D02          ; Mlym; Geor; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Geor; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Greek: [ംഠ൦]; [ΘΟθοσ]

0D02          ; Mlym; Grek; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Grek; A #      (ഠ)  MALAYALAM LETTER TTHA
0D66          ; Mlym; Grek; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Gujarati: [ം൦]; [૦]

0D02          ; Mlym; Gujr; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Gujr; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Gurmukhi: [ംഃ൦]; [ਃ੦]

0D02..0D03    ; Mlym; Guru; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Guru; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Han: [ഠ]; [〇]

0D20          ; Mlym; Hani; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Hebrew: [ം൦]; [ס]

0D02          ; Mlym; Hebr; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Hebr; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Kannada: [ംഃ൦]; [ಂಃ೦]

0D02..0D03    ; Mlym; Knda; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Knda; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Lao: [ം൦]; [໐]

0D02          ; Mlym; Laoo; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Laoo; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Latin: [ംഠ൦]; [OoØøƠơǾ]

0D02          ; Mlym; Latn; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Latn; A #      (ഠ)  MALAYALAM LETTER TTHA
0D66          ; Mlym; Latn; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Myanmar: [ംഃ൦]; [ဝး၀]

0D02..0D03    ; Mlym; Mymr; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Mymr; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Oriya: [ഠ]; [ଠ୦]

0D20          ; Mlym; Orya; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Sinhala: [ംഃന്൦]; [ංඃඌ]

0D02..0D03    ; Mlym; Sinh; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D28          ; Mlym; Sinh; A #      (ന)  MALAYALAM LETTER NA
0D4D          ; Mlym; Sinh; A #      (്)  MALAYALAM SIGN VIRAMA
0D66          ; Mlym; Sinh; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 5

# Malayalam; Tamil: [ംഉജണഴശഺിീ൦]; [உஐஜடணழஶி௦௨]

0D02          ; Mlym; Taml; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D09          ; Mlym; Taml; A #      (ഉ)  MALAYALAM LETTER U
0D1C          ; Mlym; Taml; A #      (ജ)  MALAYALAM LETTER JA
0D23          ; Mlym; Taml; A #      (ണ)  MALAYALAM LETTER NNA
0D34          ; Mlym; Taml; A #      (ഴ)  MALAYALAM LETTER LLLA
0D36          ; Mlym; Taml; A #      (ശ)  MALAYALAM LETTER SHA
0D3A          ; Mlym; Taml; A #      (ഺ)  MALAYALAM LETTER TTTA
0D3F..0D40    ; Mlym; Taml; A #  [2] (ി..ീ)  MALAYALAM VOWEL SIGN I..MALAYALAM VOWEL SIGN II
0D66          ; Mlym; Taml; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 10

# Malayalam; Telugu: [ംഃ൦]; [ంః౦]

0D02..0D03    ; Mlym; Telu; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Telu; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Thai: [ം൦]; [๐]

0D02          ; Mlym; Thai; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Thai; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Myanmar; Arabic: [ဝ၀]; [ه٥ھہە۵ۿ]

101D          ; Mymr; Arab; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Arab; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Armenian: [ဝ၀]; [օ]

101D          ; Mymr; Armn; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Armn; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Bengali: [း]; [ঃ]

1038          ; Mymr; Beng; A #      (း)  MYANMAR SIGN VISARGA

# Total code points: 1

# Myanmar; Cyrillic: [ဝ၀]; [оө]

101D          ; Mymr; Cyrl; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Cyrl; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Devanagari: [ဝ၀]; [०]

101D          ; Mymr; Deva; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Deva; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Georgian: [ဝ၀]; [ჿ]

101D          ; Mymr; Geor; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Geor; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Greek: [ဝ၀]; [οσ]

101D          ; Mymr; Grek; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Grek; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Gujarati: [ဝ၀]; [૦]

101D          ; Mymr; Gujr; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Gujr; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Gurmukhi: [ဝး၀]; [ਃ੦]

101D          ; Mymr; Guru; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Guru; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Guru; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Hebrew: [ဝ၀]; [ס]

101D          ; Mymr; Hebr; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Hebr; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Kannada: [ဝး၀]; [ಂಃ೦]

101D          ; Mymr; Knda; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Knda; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Knda; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Khmer: [ံ]; [ំ]

1036          ; Mymr; Khmr; A #      (ံ)  MYANMAR SIGN ANUSVARA

# Total code points: 1

# Myanmar; Lao: [ဝံ၀]; [ໍ໐]

101D          ; Mymr; Laoo; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Laoo; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Laoo; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Latin: [ဝ၀]; [oøơ]

101D          ; Mymr; Latn; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Latn; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Malayalam: [ဝး၀]; [ംഃ൦]

101D          ; Mymr; Mlym; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Mlym; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Mlym; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Sinhala: [ဝး၀]; [ංඃ]

101D          ; Mymr; Sinh; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Sinh; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Sinh; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Tamil: [ဝံ၀]; [ஂ௦]

101D          ; Mymr; Taml; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Taml; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Taml; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Telugu: [ဝး၀]; [ంః౦]

101D          ; Mymr; Telu; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Telu; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Telu; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Thai: [ဝံ၀]; [ํ๐]

101D          ; Mymr; Thai; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Thai; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Thai; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Oriya; Armenian: [ଠ୦]; [Օ]

0B20          ; Orya; Armn; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Armn; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Bengali: [ଁଃଠ଼୦୨]; [ঁ়০৪৭]

0B01          ; Orya; Beng; A #      (ଁ)  ORIYA SIGN CANDRABINDU
0B03          ; Orya; Beng; A #      (ଃ)  ORIYA SIGN VISARGA
0B20          ; Orya; Beng; A #      (ଠ)  ORIYA LETTER TTHA
0B3C          ; Orya; Beng; A #      (଼)  ORIYA SIGN NUKTA
0B66          ; Orya; Beng; A #      (୦)  ORIYA DIGIT ZERO
0B68          ; Orya; Beng; A #      (୨)  ORIYA DIGIT TWO

# Total code points: 6

# Oriya; Cyrillic: [ଠ୦]; [ОӨ]

0B20          ; Orya; Cyrl; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Cyrl; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Devanagari: [ଁ଼]; [ँ़]

0B01          ; Orya; Deva; A #      (ଁ)  ORIYA SIGN CANDRABINDU
0B3C          ; Orya; Deva; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 2

# Oriya; Greek: [ଠ୦]; [ΘΟθ]

0B20          ; Orya; Grek; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Grek; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Gujarati: [ଁ଼]; [ઁ઼]

0B01          ; Orya; Gujr; A #      (ଁ)  ORIYA SIGN CANDRABINDU
0B3C          ; Orya; Gujr; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 2

# Oriya; Gurmukhi: [ଃ଼୨]; [਼੧੪]

0B03          ; Orya; Guru; A #      (ଃ)  ORIYA SIGN VISARGA
0B3C          ; Orya; Guru; A #      (଼)  ORIYA SIGN NUKTA
0B68          ; Orya; Guru; A #      (୨)  ORIYA DIGIT TWO

# Total code points: 3

# Oriya; Han: [ଠ୦]; [〇]

0B20          ; Orya; Hani; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Hani; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Hebrew: [଼]; [ִ]

0B3C          ; Orya; Hebr; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 1

# Oriya; Latin: [ଠ୦]; [OØƠǾ]

0B20          ; Orya; Latn; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Latn; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Malayalam: [ଠ୦]; [ഠ]

0B20          ; Orya; Mlym; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Mlym; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Sinhala; Arabic: [ං]; [ه٥ھہە۵ۿ]

0D82          ; Sinh; Arab; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Armenian: [ං]; [օ]

0D82          ; Sinh; Armn; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Bengali: [ඃ]; [ঃ]

0D83          ; Sinh; Beng; A #      (ඃ)  SINHALA SIGN VISARGAYA

# Total code points: 1

# Sinhala; Cyrillic: [ං]; [оө]

0D82          ; Sinh; Cyrl; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Devanagari: [ං]; [०]

0D82          ; Sinh; Deva; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Georgian: [ං]; [ჿ]

0D82          ; Sinh; Geor; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Greek: [ං]; [οσ]

0D82          ; Sinh; Grek; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Gujarati: [ං]; [૦]

0D82          ; Sinh; Gujr; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Gurmukhi: [ංඃ]; [ਃ੦]

0D82..0D83    ; Sinh; Guru; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Hebrew: [ං]; [ס]

0D82          ; Sinh; Hebr; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Kannada: [ංඃ]; [ಂಃ೦]

0D82..0D83    ; Sinh; Knda; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Lao: [ං]; [໐]

0D82          ; Sinh; Laoo; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Latin: [ං]; [oøơ]

0D82          ; Sinh; Latn; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Malayalam: [ංඃඌ]; [ംഃന്൦]

0D82..0D83    ; Sinh; Mlym; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA
0D8C          ; Sinh; Mlym; A #      (ඌ)  SINHALA LETTER UUYANNA

# Total code points: 3

# Sinhala; Myanmar: [ංඃ]; [ဝး၀]

0D82..0D83    ; Sinh; Mymr; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Tamil: [ං]; [௦]

0D82          ; Sinh; Taml; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Telugu: [ංඃ]; [ంః౦]

0D82..0D83    ; Sinh; Telu; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Thai: [ං]; [๐]

0D82          ; Sinh; Thai; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Tamil; Arabic: [௦]; [ه٥ھہە۵ۿ]

0BE6          ; Taml; Arab; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Armenian: [௦]; [օ]

0BE6          ; Taml; Armn; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Cyrillic: [௦]; [оө]

0BE6          ; Taml; Cyrl; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Devanagari: [்௦]; [ं०]

0BCD          ; Taml; Deva; A #      (்)  TAMIL SIGN VIRAMA
0BE6          ; Taml; Deva; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Georgian: [௦]; [ჿ]

0BE6          ; Taml; Geor; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Greek: [௦]; [οσ]

0BE6          ; Taml; Grek; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Gujarati: [்௦]; [ં૦]

0BCD          ; Taml; Gujr; A #      (்)  TAMIL SIGN VIRAMA
0BE6          ; Taml; Gujr; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Gurmukhi: [்௦]; [ਂ੦]

0BCD          ; Taml; Guru; A #      (்)  TAMIL SIGN VIRAMA
0BE6          ; Taml; Guru; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Hebrew: [௦]; [ס]

0BE6          ; Taml; Hebr; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Kannada: [௦]; [ಂ೦]

0BE6          ; Taml; Knda; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Khmer: [ஂ]; [ំ]

0B82          ; Taml; Khmr; A #      (ஂ)  TAMIL SIGN ANUSVARA

# Total code points: 1

# Tamil; Lao: [ஂ௦]; [ໍ໐]

0B82          ; Taml; Laoo; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BE6          ; Taml; Laoo; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Latin: [௦]; [oøơ]

0BE6          ; Taml; Latn; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Malayalam: [உஐஜடணழஶி௦௨]; [ംഉജണഴശഺിീ൦]

0B89          ; Taml; Mlym; A #      (உ)  TAMIL LETTER U
0B90          ; Taml; Mlym; A #      (ஐ)  TAMIL LETTER AI
0B9C          ; Taml; Mlym; A #      (ஜ)  TAMIL LETTER JA
0B9F          ; Taml; Mlym; A #      (ட)  TAMIL LETTER TTA
0BA3          ; Taml; Mlym; A #      (ண)  TAMIL LETTER NNA
0BB4          ; Taml; Mlym; A #      (ழ)  TAMIL LETTER LLLA
0BB6          ; Taml; Mlym; A #      (ஶ)  TAMIL LETTER SHA
0BBF          ; Taml; Mlym; A #      (ி)  TAMIL VOWEL SIGN I
0BE6          ; Taml; Mlym; A #      (௦)  TAMIL DIGIT ZERO
0BE8          ; Taml; Mlym; A #      (௨)  TAMIL DIGIT TWO

# Total code points: 10

# Tamil; Myanmar: [ஂ௦]; [ဝံ၀]

0B82          ; Taml; Mymr; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BE6          ; Taml; Mymr; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Sinhala: [௦]; [ං]

0BE6          ; Taml; Sinh; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Telugu: [௦]; [ం౦]

0BE6          ; Taml; Telu; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Thai: [ஂ௦]; [ํ๐]

0B82          ; Taml; Thai; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BE6          ; Taml; Thai; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Telugu; Arabic: [ం౦]; [ه٥ھہە۵ۿ]

0C02          ; Telu; Arab; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Arab; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Armenian: [ం౦]; [օ]

0C02          ; Telu; Armn; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Armn; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Bengali: [ః]; [ঃ]

0C03          ; Telu; Beng; A #      (ః)  TELUGU SIGN VISARGA

# Total code points: 1

# Telugu; Cyrillic: [ం౦]; [оө]

0C02          ; Telu; Cyrl; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Cyrl; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Devanagari: [ం౦]; [०]

0C02          ; Telu; Deva; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Deva; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Georgian: [ం౦]; [ჿ]

0C02          ; Telu; Geor; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Geor; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Greek: [ం౦]; [οσ]

0C02          ; Telu; Grek; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Grek; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Gujarati: [ం౦]; [૦]

0C02          ; Telu; Gujr; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Gujr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Gurmukhi: [ంః౦]; [ਃ੦]

0C02..0C03    ; Telu; Guru; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Guru; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Hebrew: [ం౦]; [ס]

0C02          ; Telu; Hebr; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Hebr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Kannada: [ంఃఅ-ఇఒ-ఔజఞణయఱలౌౕ౦-౨౯]; [ಂಃಅ-ಇಒ-ಔಜಞಣಯಱಲೌ೦-೨೯]

0C02..0C03    ; Telu; Knda; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C05..0C07    ; Telu; Knda; A #  [3] (అ..ఇ)  TELUGU LETTER A..TELUGU LETTER I
0C12..0C14    ; Telu; Knda; A #  [3] (ఒ..ఔ)  TELUGU LETTER O..TELUGU LETTER AU
0C1C          ; Telu; Knda; A #      (జ)  TELUGU LETTER JA
0C1E          ; Telu; Knda; A #      (ఞ)  TELUGU LETTER NYA
0C23          ; Telu; Knda; A #      (ణ)  TELUGU LETTER NNA
0C2F          ; Telu; Knda; A #      (య)  TELUGU LETTER YA
0C31..0C32    ; Telu; Knda; A #  [2] (ఱ..ల)  TELUGU LETTER RRA..TELUGU LETTER LA
0C4C          ; Telu; Knda; A #      (ౌ)  TELUGU VOWEL SIGN AU
0C55          ; Telu; Knda; A #      (ౕ)  TELUGU LENGTH MARK
0C66..0C68    ; Telu; Knda; A #  [3] (౦..౨)  TELUGU DIGIT ZERO..TELUGU DIGIT TWO
0C6F          ; Telu; Knda; A #      (౯)  TELUGU DIGIT NINE

# Total code points: 20

# Telugu; Lao: [ం౦]; [໐]

0C02          ; Telu; Laoo; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Laoo; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Latin: [ం౦]; [oøơ]

0C02          ; Telu; Latn; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Latn; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Malayalam: [ంః౦]; [ംഃ൦]

0C02..0C03    ; Telu; Mlym; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Mlym; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Myanmar: [ంః౦]; [ဝး၀]

0C02..0C03    ; Telu; Mymr; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Mymr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Sinhala: [ంః౦]; [ංඃ]

0C02..0C03    ; Telu; Sinh; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Sinh; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Tamil: [ం౦]; [௦]

0C02          ; Telu; Taml; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Taml; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Thai: [ం౦]; [๐]

0C02          ; Telu; Thai; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Thai; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Thai; Arabic: [๐]; [ه٥ھہە۵ۿ]

0E50          ; Thai; Arab; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Armenian: [๐]; [օ]

0E50          ; Thai; Armn; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Cyrillic: [๐]; [оө]

0E50          ; Thai; Cyrl; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Devanagari: [๐]; [०]

0E50          ; Thai; Deva; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Georgian: [๐]; [ჿ]

0E50          ; Thai; Geor; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Greek: [๐]; [οσ]

0E50          ; Thai; Grek; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Gujarati: [๐]; [૦]

0E50          ; Thai; Gujr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Gurmukhi: [๐]; [੦]

0E50          ; Thai; Guru; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Hebrew: [๐]; [ס]

0E50          ; Thai; Hebr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Kannada: [๐]; [ಂ೦]

0E50          ; Thai; Knda; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Khmer: [ิ-ืํ]; [ិ-ឺំ]

0E34..0E37    ; Thai; Khmr; A #  [4] (ิ..ื)  THAI CHARACTER SARA I..THAI CHARACTER SARA UEE
0E4D          ; Thai; Khmr; A #      (ํ)  THAI CHARACTER NIKHAHIT

# Total code points: 5

